#,ESTABLECIMIENTO,TIPO,CALLE,NUMERO,DEPTO,PARTIDO,PROVINCIA,GMAPS,PROFESIONAL,SERVICIO,AREA,HORARIOS,TELEFONO,EMAIL,WEB,COMENTARIOS,
166,Fiscalía especializada en violencia de Género y Abuso infantil,Público,,,,Tigre,Buenos Aires,"https://www.google.com/maps/place/Entre+R%C3%ADos+559,+B1611FZF+Don+Torcuato,+Provincia+de+Buenos+Aires/@-34.4854988,-58.6396777,17z/data=!3m1!4b1!4m5!3m4!1s0x95bca4ae87d866a5:0xfbeef4981ff6fa0e!8m2!3d-34.4854988!4d-58.637489",,Servicio Social,,,4715651 /52  48592534 /32,,https://www.mpba.gov.ar/mapa.html,,"Llamar denuevo, nuevo numero y direccion"
5,Autoconvocadas,Organización Social,Sin calle,,,CABA,CABA,"https://www.google.com.ar/maps/place/Buenos+Aires,+CABA/@-34.6454592,-58.4033012,10.24z/data=!4m5!3m4!1s0x95bcca3b4ef90cbd:0xa0b3812e88e88e87!8m2!3d-34.6036844!4d-58.3815591?hl=es-419",Gabriela Abreliano,Servicio Social,,24 hs,1159008015,gabyabreliano@gmail.com,,"Facebook: Personas Trans Autoconvocadas, Frente Florida",
349,RAJAP,Organización Social,Sin calle,,,CABA,CABA,"https://www.google.com.ar/maps/place/Buenos+Aires,+CABA/@-34.6454592,-58.4033012,10.24z/data=!4m5!3m4!1s0x95bcca3b4ef90cbd:0xa0b3812e88e88e87!8m2!3d-34.6036844!4d-58.3815591?hl=es-419",Ariel Correa,Grupos de pares,,Todos los dias,011 4075-8704,jovenespositivos@gmail.com,,Otro email de contacto: rajapcaba@gmail.com,Miercoles de 18 a 21 (encuentros virtuales) domingos de 16 a 18 (encuentros en parque centenario)
174,"Hospital ""Mi Pueblo""",Público,Galli Mainini,240,,Florencio Varela,Buenos Aires,https://goo.gl/maps/DMG8wkM6rW9fLXFg9,Juan Pablo Stagnaro,Salud reproductiva,,Lunes a Jueves 9 a 13,01142557809/10 int. 142,,,,
175,"Hospital ""Mi Pueblo""",Público,Galli Mainini,240,,Florencio Varela,Buenos Aires,https://goo.gl/maps/DMG8wkM6rW9fLXFg9,Juan Pablo Stagnaro,Atención médica general,,Lunes a Jueves 9 a 13,01142557809/10 int. 142,,,,
178,Hospital de Ezeiza,Público,Leandro N. Alem,349,,Ezeiza,Buenos Aires,https://goo.gl/maps/gSND9FUrkpzTZhmk6,Osuna Carolina Duran Vanesa,Salud reproductiva,,Martes y Jueves de 08 a 10 hs,43891215,infectologiaezeiza2020@gmail.com,,Esperando respuesta al Mail,
306,"Hospital Subzonal Materno Infantil ""Dr. Eduardo Oller"" - Consultorio de Salud Sexual Integral, Género y Diversidades",Público,Av. 844,2100,,San Francisco Solano,Buenos Aires,"https://www.google.com/maps/place/48Q36MFV%2B35/@-34.7773125,-58.3070625,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.7773125!4d-58.3070625",,Salud reproductiva,,,(011) 4212-2976,personal-iriarte@ms.gba.gov.ar,,,
205,Hospital Interzonal Gral de agudos Evita,Público,Río de Janeiro,1910,,Lanús,Buenos Aires,https://goo.gl/maps/Dwigw32waqeFRCQd9,Daniel Sztokhamer,Salud reproductiva,,Lunes a viernes 8 a 13,42414051 al 59,laboratorioevitahiv@gmail.com,,,
278,Hospital Narciso López,Público,O Higgins,1333,,Lanús,Buenos Aires,https://goo.gl/maps/92pfc7ERV7HKWC5Q8,Douglas Norma,Salud reproductiva,,Martes y Jueves 8 a 12:30,1541439019,nlopez@ms.gba.gov.ar,,,
110,Centro Enfermedades Transmisibles,Público,Av. del Libertador,710,,Moreno,Buenos Aires,https://goo.gl/maps/aqRBa8bEMKiW2KNX7,Carlevaro Rubén,Salud reproductiva,,Martes todo el día,2374631776,,,No estan haciendo entrega de preservativos y anticonceptivos por el momento,
249,Hospital Muncipal de Morón,Público,Dr. Monte,848,,Morón,Buenos Aires,https://goo.gl/maps/ecW4n8eMisWbypWJ9,Warley Eduardo,Salud reproductiva,,"Lunes, miérc., viernes",41334100,dirimed.hospital@moron.gov.ar,,,
247,Hospital Luciano y Mariano Vega,Público,Av. Libertador,710,,Moreno,Buenos Aires,https://goo.gl/maps/PD9NW4ny6EXajBqbA,"Fariña Javier, Díaz Natalia",Salud reproductiva,,Viernes 09:00 hs,1126196178,infectologiamoreno@gmail.com,,"Numero particular, Llamar denuevo la semana del 30/8",
294,Hospital Ramón Carrillo San Vicente,Público,Santoro,1865,,San Vicente,Buenos Aires,https://goo.gl/maps/xtS1SVYgD8Hku1Se6,Bertoni Guillermo,Salud reproductiva,,Martes 08:00 hs,2225481387,,,,
186,Hospital Fiorito,Público,Av. Manuel Belgrano,827,,Avellaneda,Buenos Aires,https://goo.gl/maps/XZvHWwFjGiTgsaca7,Blasco Marta,Salud reproductiva,,Lunes a viernes 10 a 12,42013081/87,lusida05@yahoo.com.ar,,,
76,Centro de Medicina Preventiva Floreal Ferrara,Público,Sitio de Montevideo,1862,,Lanús,Buenos Aires,https://goo.gl/maps/U7ZuRWcqVyqibK6p8,Blum Hernán,Salud reproductiva,,Lunes y viernes 13.30,43575100,itslanus@gamil.com,,,
185,Hospital Especializado Materno Infantil Ana Goitia,Público,Vicente López,1737,,Avellaneda,Buenos Aires,https://goo.gl/maps/5fz5kBsknqpPvjK66,Kobylarz Alicia,Salud reproductiva,,Lunes a sábados 8 a 20,1132469347,,,No estan haciendo entrega de preservativos y anticonceptivos por el momento,
328,Instituto Municipal Rehabilitacion Avellaneda,Público,Rodo,300,,Avellaneda,Buenos Aires,https://goo.gl/maps/ocGNyMaXRg4EVkys5,Toller Marcela,Salud reproductiva,,Lunes y Miércoles,1142060884,,,"No reponden, tampoco al 7720-2512",
342,Policlínico Sofía T. Santamarina,Público,General Alvear,350,,Esteban Echeverría,Buenos Aires,https://goo.gl/maps/ZFwqJFYbcXNVTLNb8,Forciniti Victoria,Salud reproductiva,,Todos los dias, (011) 4296-8872 Int.110,infectosantamarina@yahoo.com,,,
320,Hospital Zonal Gral. agudos Heroes de Malvinas,Público,Av. Ricardo Balbín,1910,,Merlo,Buenos Aires,https://goo.gl/maps/j1fb44oG2kaVWQTE6,Lopez Marta,Salud reproductiva,,Lunes a jueves 12 a 14,220 4831000 / 4833333 int 1234,,,,
184,Hospital Dr. Raúl Larcade,Público,Av. Presidente Perón,2311,,San Miguel,Buenos Aires,https://goo.gl/maps/WDpNLkAaJ6JiBZBb8,Fernandez Alejandra,Salud reproductiva,,Lunes y viernes de 8 a 13 hs,44515830,,,,
10,Buenos Deseos,Organización Social,A.v. Presidente Perón,5249,1º C,Benavidez,Buenos Aires,https://goo.gl/maps/PhoocAaWCkNQviXM9,Gonzalo Orzuza,Psicología / Psiquiatría,,Miércoles 16 a 18,1124000513,orzuzagonzalo@gmail.com,,No responden por ningun medio,
11,Buenos Deseos,Organización Social,A.v. Presidente Perón,5249,1º C,Benavidez,Buenos Aires,https://goo.gl/maps/PhoocAaWCkNQviXM9,Gonzalo Orzuza,Testeo VIH y otras ITS,,Miércoles 16 a 18,1124000513,orzuzagonzalo@gmail.com,,,
4,Atención en salud mental,Público,Linea Telefonica,,,La Plata,Buenos Aires,https://goo.gl/maps/4aFXW6QWHhZFXnoY6,,Psicología / Psiquiatría,,24 hs,0800-222-5462,,,,
213,Hospital Interzonal Gral. José Penna,Público,Av. Lainez,2401,,Bahía Blanca,Buenos Aires,https://goo.gl/maps/r1R2H2bZoyx,"Laura Flores, Inés Balza",Endocrinología / Hormonización,,Lunes y viernes 8 a 13hs,0291 4593600 int 308,direccion-penna@ms.gba.gov.ar / rrhhpenna@ms.gba.gov.ar,http://www.hospitalpenna.com.ar/,Hormonización para mujeres y hombres trans.,
